I-1A01,WBGene00000227
V-16K23,WBGene00019262
V-16K24,WBGene00019444
V-16L01,WBGene00019525
V-16L02,WBGene00019563
V-16L03,WBGene00019625
V-16L04,WBGene00020388
V-16L05,WBGene00020592
V-16L06,WBGene00020888
V-16L07,WBGene00020944
V-16L08,WBGene00021556
V-16L09,WBGene00021560
V-16L10,WBGene00021565
V-16L11,WBGene00021612
V-16L12,WBGene00021627
V-16L13,WBGene00021709
V-16L14,WBGene00021741
V-16L15,WBGene00022258
V-16L16,WBGene00022637
V-16L17,WBGene00022808
V-16L18,WBGene00023506
V-16L19,WBGene00023515
V-16L20,WBGene00044109
V-16L21,WBGene00044177
V-16L22,WBGene00044193
V-16L23,WBGene00044205
V-16L24,WBGene00044215
V-16M01,WBGene00044513
V-16M02,WBGene00044520
V-16M03,WBGene00044528
V-16M04,WBGene00044529
X-1A02,WBGene00016643
X-1A03,WBGene00020082
X-1A04,WBGene00016644
X-1A06,WBGene00018861
X-1A07,WBGene00019733
X-1A09,WBGene00015428
X-1A10,WBGene00018853
X-1A11,WBGene00015429
X-1A12,WBGene00018854
X-1A13,WBGene00015430
X-1A14,WBGene00018855
X-1A15,WBGene00019861
X-1A17,WBGene00019862
X-1A18,WBGene00018857
X-1A21,WBGene00002060
X-1A22,WBGene00018859
X-1A23,WBGene00044281
X-1A24,WBGene00018860
X-1B01,WBGene00000988
X-1B02,WBGene00018738
X-1B04,WBGene00018738
X-1B05,WBGene00017296
X-1B06,WBGene00001667
X-1B07,WBGene00017297
X-1B08,WBGene00018739
X-1B09,WBGene00017298
X-1B10,WBGene00001065
X-1B11,WBGene00017298
X-1B12,WBGene00018587
X-1B13,WBGene00019435
X-1B14,WBGene00018589
X-1B15,WBGene00019436
X-1B16,WBGene00018589
X-1B17,WBGene00019437
X-1B18,WBGene00018590
X-1B20,WBGene00018591
X-1B21,WBGene00019145
X-1B23,WBGene00019146
X-1C01,WBGene00000608
X-1C03,WBGene00022858
X-1C04,WBGene00003565
X-1C05,WBGene00022859
X-1C07,WBGene00022860
X-1C09,WBGene00022861
X-1C10,WBGene00002988
X-1C10,WBGene00003991
X-1C11,WBGene00018682
X-1C12,WBGene00019365
X-1C13,WBGene00018683
X-1C14,WBGene00004377
X-1C15,WBGene00004127
X-1C16,WBGene00018634
X-1C17,WBGene00000484
X-1C18,WBGene00004927
X-1C19,WBGene00015137
X-1C20,WBGene00015471
X-1C21,WBGene00015138
X-1C22,WBGene00015472
X-1C23,WBGene00015139
X-1C24,WBGene00015473
X-1D02,WBGene00018593
X-1D03,WBGene00006955
X-1D04,WBGene00020764
X-1D05,WBGene00019186
X-1D07,WBGene00019187
X-1D08,WBGene00020765
X-1D09,WBGene00019188
X-1D10,WBGene00020766
X-1D11,WBGene00006551
X-1D12,WBGene00020507
X-1D13,WBGene00022723
X-1D14,WBGene00020508
X-1D15,WBGene00022724
X-1D16,WBGene00020509
X-1D17,WBGene00006551
X-1D18,WBGene00003968
X-1D20,WBGene00003018
X-1D21,WBGene00043469
X-1D22,WBGene00004423
X-1D23,WBGene00019991
X-1E02,WBGene00002062
X-1E03,WBGene00015141
X-1E04,WBGene00004377
X-1E05,WBGene00015142
X-1E06,WBGene00015474
X-1E07,WBGene00017896
X-1E08,WBGene00020128
X-1E10,WBGene00020129
X-1E11,WBGene00017898
X-1E12,WBGene00020129
X-1E13,WBGene00017899
X-1E14,WBGene00020128
X-1E15,WBGene00003554
X-1E16,WBGene00020128
X-1E18,WBGene00020127
X-1E19,WBGene00001962
X-1E20,WBGene00020490
X-1E21,WBGene00003408
X-1E22,WBGene00020494
X-1E23,WBGene00003407
X-1E24,WBGene00020492
X-1F01,WBGene00016485
X-1F02,WBGene00000797
X-1F03,WBGene00006550
X-1F04,WBGene00014999
X-1F05,WBGene00016486
X-1F06,WBGene00015000
X-1F07,WBGene00016487
X-1F08,WBGene00002039
X-1F09,WBGene00016488
X-1F10,WBGene00020426
X-1F11,WBGene00017221
X-1F12,WBGene00020427
X-1F13,WBGene00017222
X-1F14,WBGene00020134
X-1F15,WBGene00017223
X-1F16,WBGene00020135
X-1F17,WBGene00016488
X-1F19,WBGene00017224
X-1F20,WBGene00020767
X-1F21,WBGene00017225
X-1F23,WBGene00017226
X-1F24,WBGene00003760
X-1G01,WBGene00017422
X-1G02,WBGene00020492
X-1G03,WBGene00017423
X-1G05,WBGene00017424
X-1G06,WBGene00020490
X-1G07,WBGene00017424
X-1G08,WBGene00020488
X-1G09,WBGene00017426
X-1G10,WBGene00020492
X-1G11,WBGene00006825
X-1G12,WBGene00016724
X-1G13,WBGene00006825
X-1G14,WBGene00016725
X-1G15,WBGene00002056
X-1G16,WBGene00016726
X-1G17,WBGene00002056
X-1G17,WBGene00206478
X-1G18,WBGene00016107
X-1G20,WBGene00006635
X-1G21,WBGene00019776
X-1G22,WBGene00016108
X-1G23,WBGene00020569
X-1G23,WBGene00020575
X-1G24,WBGene00016109
X-1H01,WBGene00017227
X-1H02,WBGene00003761
X-1H04,WBGene00003740
X-1H06,WBGene00020769
X-1H07,WBGene00022292
X-1H08,WBGene00018576
X-1H09,WBGene00022291
X-1H10,WBGene00018577
X-1H10,WBGene00194641
X-1H12,WBGene00018578
X-1H14,WBGene00018576
X-1H15,WBGene00001237
X-1H16,WBGene00016614
X-1H18,WBGene00016614
X-1H19,WBGene00017941
X-1H20,WBGene00016616
X-1H21,WBGene00000185
X-1H22,WBGene00016617
X-1H23,WBGene00017942
X-1H24,WBGene00016619
X-1I01,WBGene00020571
X-1I03,WBGene00020571
X-1I04,WBGene00016871
X-1I05,WBGene00020572
X-1I06,WBGene00016872
X-1I10,WBGene00016874
X-1I11,WBGene00020575
X-1I13,WBGene00021185
X-1I14,WBGene00003965
X-1I15,WBGene00020575
X-1I16,WBGene00019272
X-1I17,WBGene00017184
X-1I19,WBGene00002150
X-1I19,WBGene00019722
X-1I21,WBGene00002150
X-1I21,WBGene00019722
X-1I22,WBGene00017666
X-1I23,WBGene00004829
X-1I24,WBGene00017667
X-1J02,WBGene00016619
X-1J04,WBGene00016620
X-1J05,WBGene00015771
X-1J06,WBGene00001959
X-1J07,WBGene00015772
X-1J08,WBGene00001618
X-1J09,WBGene00015773
X-1J10,WBGene00001551
X-1J11,WBGene00015774
X-1J13,WBGene00015775
X-1J14,WBGene00020302
X-1J15,WBGene00006560
X-1J16,WBGene00001484
X-1J17,WBGene00020828
X-1J18,WBGene00001551
X-1J18,WBGene00020303
X-1J19,WBGene00020829
X-1J20,WBGene00019866
X-1J21,WBGene00020830
X-1J22,WBGene00019867
X-1J23,WBGene00000462
X-1J24,WBGene00019868
X-1K02,WBGene00017668
X-1K03,WBGene00015364
X-1K05,WBGene00000086
X-1K06,WBGene00017670
X-1K07,WBGene00020214
X-1K08,WBGene00018938
X-1K09,WBGene00003534
X-1K10,WBGene00018939
X-1K11,WBGene00002071
X-1K12,WBGene00018940
X-1K13,WBGene00020215
X-1K14,WBGene00018941
X-1K15,WBGene00020216
X-1K16,WBGene00018942
X-1K17,WBGene00020217
X-1K19,WBGene00017779
X-1K20,WBGene00018944
X-1K21,WBGene00017780
X-1K22,WBGene00018945
X-1K23,WBGene00017781
X-1K24,WBGene00018946
X-1L01,WBGene00000444
X-1L02,WBGene00019317
X-1L04,WBGene00001844
X-1L06,WBGene00019318
X-1L07,WBGene00021990
X-1L08,WBGene00019318
X-1L09,WBGene00015118
X-1L10,WBGene00019319
X-1L11,WBGene00015117
X-1L12,WBGene00019320
X-1L13,WBGene00015118
X-1L14,WBGene00019321
X-1L15,WBGene00022508
X-1L16,WBGene00006365
X-1L17,WBGene00022509
X-1L19,WBGene00022511
X-1L22,WBGene00000004
X-1L23,WBGene00022512
X-1L24,WBGene00018715
X-1M01,WBGene00002058
X-1M02,WBGene00019267
X-1M03,WBGene00000899
X-1M05,WBGene00018212
X-1M06,WBGene00022729
X-1M07,WBGene00018213
X-1M08,WBGene00022730
X-1M09,WBGene00018214
X-1M12,WBGene00022731
X-1M13,WBGene00018985
X-1M14,WBGene00017609
X-1M16,WBGene00017610
X-1M17,WBGene00018987
X-1M19,WBGene00022502
X-1M21,WBGene00022503
X-1M22,WBGene00005244
X-1M24,WBGene00000025
X-1N04,WBGene00018717
X-1N05,WBGene00021987
X-1N06,WBGene00018718
X-1N07,WBGene00018684
X-1N08,WBGene00018719
X-1N09,WBGene00004351
X-1N11,WBGene00018691
X-1N12,WBGene00019144
X-1N13,WBGene00001569
X-1N15,WBGene00018687
X-1N17,WBGene00219451
X-1N18,WBGene00020195
X-1N19,WBGene00006139
X-1N20,WBGene00018837
X-1N21,WBGene00021485
X-1N22,WBGene00018838
X-1N24,WBGene00004780
X-1O01,WBGene00003104
X-1O02,WBGene00021044
X-1O03,WBGene00018074
X-1O04,WBGene00021045
X-1O05,WBGene00018075
X-1O06,WBGene00021046
X-1O07,WBGene00004769
X-1O07,WBGene00018077
X-1O08,WBGene00021047
X-1O09,WBGene00018076
X-1O10,WBGene00021047
X-1O11,WBGene00000164
X-1O12,WBGene00016995
X-1O13,WBGene00000195
X-1O14,WBGene00016996
X-1O15,WBGene00018779
X-1O16,WBGene00016997
X-1O19,WBGene00016641
X-1O21,WBGene00016642
X-1O22,WBGene00017000
X-1O23,WBGene00003563
X-1O24,WBGene00017294
X-1P02,WBGene00015621
X-1P03,WBGene00018656
X-1P04,WBGene00020510
X-1P05,WBGene00018655
X-1P06,WBGene00020511
X-1P07,WBGene00018654
X-1P08,WBGene00020158
X-1P09,WBGene00018653
X-1P10,WBGene00020510
X-1P11,WBGene00003087
X-1P12,WBGene00020160
X-1P13,WBGene00000737
X-1P14,WBGene00006742
X-1P15,WBGene00000737
X-1P16,WBGene00006742
X-1P17,WBGene00020645
X-1P18,WBGene00006742
X-1P19,WBGene00018735
X-1P20,WBGene00006496
X-1P21,WBGene00018736
X-1P22,WBGene00018888
X-1P23,WBGene00018737
X-1P24,WBGene00006632
X-2A01,WBGene00015748
X-2A02,WBGene00022767
X-2A03,WBGene00006496
X-2A04,WBGene00022767
X-2A05,WBGene00006496
X-2A06,WBGene00000524
X-2A07,WBGene00015750
X-2A08,WBGene00022769
X-2A09,WBGene00015751
X-2A10,WBGene00022770
X-2A11,WBGene00006055
X-2A12,WBGene00006929
X-2A13,WBGene00022201
X-2A14,WBGene00006865
X-2A15,WBGene00002210
X-2A16,WBGene00000503
X-2A17,WBGene00018740
X-2A18,WBGene00006810
X-2A19,WBGene00018741
X-2A20,WBGene00195081
X-2A21,WBGene00018742
X-2A22,WBGene00022820
X-2A23,WBGene00018743
X-2A24,WBGene00022821
X-2B01,WBGene00020567
X-2B03,WBGene00004184
X-2B04,WBGene00000133
X-2B05,WBGene00020568
X-2B06,WBGene00000136
X-2B07,WBGene00003007
X-2B08,WBGene00015495
X-2B09,WBGene00015822
X-2B10,WBGene00015496
X-2B11,WBGene00015823
X-2B12,WBGene00001455
X-2B13,WBGene00015824
X-2B14,WBGene00020496
X-2B15,WBGene00000049
X-2B17,WBGene00019827
X-2B18,WBGene00016704
X-2B19,WBGene00019827
X-2B20,WBGene00016705
X-2B21,WBGene00019828
X-2B22,WBGene00016706
X-2B23,WBGene00019829
X-2B24,WBGene00017530
X-2C01,WBGene00018743
X-2C03,WBGene00018744
X-2C04,WBGene00006952
X-2C05,WBGene00015170
X-2C06,WBGene00004729
X-2C07,WBGene00015171
X-2C08,WBGene00004729
X-2C09,WBGene00003776
X-2C10,WBGene00015713
X-2C11,WBGene00022199
X-2C12,WBGene00001620
X-2C13,WBGene00022200
X-2C14,WBGene00015714
X-2C16,WBGene00015715
X-2C17,WBGene00021528
X-2C18,WBGene00015716
X-2C19,WBGene00021528
X-2C22,WBGene00006928
X-2D03,WBGene00020294
X-2D04,WBGene00017532
X-2D05,WBGene00020294
X-2D07,WBGene00000531
X-2D08,WBGene00003635
X-2D09,WBGene00019826
X-2D10,WBGene00019344
X-2D12,WBGene00019345
X-2D13,WBGene00017307
X-2D13,WBGene00044021
X-2D15,WBGene00017308
X-2D16,WBGene00019346
X-2D17,WBGene00017309
X-2D18,WBGene00002044
X-2D19,WBGene00219362
X-2D20,WBGene00000176
X-2D22,WBGene00001032
X-2D23,WBGene00022745
X-2D24,WBGene00018877
X-2E02,WBGene00004350
X-2E03,WBGene00001461
X-2E04,WBGene00006863
X-2E05,WBGene00021656
X-2E06,WBGene00006864
X-2E08,WBGene00018937
X-2E09,WBGene00019737
X-2E10,WBGene00006928
X-2E11,WBGene00019736
X-2E11,WBGene00019738
X-2E12,WBGene00006929
X-2E13,WBGene00000175
X-2E13,WBGene00019735
X-2E14,WBGene00006929
X-2E16,WBGene00006928
X-2E18,WBGene00006929
X-2E19,WBGene00019737
X-2E20,WBGene00006927
X-2E21,WBGene00016343
X-2E22,WBGene00020844
X-2E23,WBGene00000452
X-2E24,WBGene00000515
X-2F01,WBGene00022746
X-2F02,WBGene00004438
X-2F03,WBGene00006410
X-2F04,WBGene00018878
X-2F05,WBGene00022747
X-2F06,WBGene00018879
X-2F07,WBGene00017627
X-2F08,WBGene00018880
X-2F09,WBGene00006921
X-2F10,WBGene00003056
X-2F11,WBGene00003412
X-2F12,WBGene00016537
X-2F13,WBGene00017628
X-2F14,WBGene00003377
X-2F15,WBGene00017629
X-2F16,WBGene00003377
X-2F17,WBGene00017630
X-2F18,WBGene00003807
X-2F19,WBGene00017631
X-2F20,WBGene00018375
X-2F21,WBGene00001994
X-2F22,WBGene00018376
X-2F23,WBGene00001994
X-2F24,WBGene00018377
X-2G01,WBGene00016343
X-2G02,WBGene00006927
X-2G03,WBGene00006679
X-2G04,WBGene00020845
X-2G05,WBGene00016344
X-2G06,WBGene00020846
X-2G08,WBGene00020847
X-2G09,WBGene00016344
X-2G10,WBGene00015952
X-2G12,WBGene00015953
X-2G13,WBGene00018701
X-2G14,WBGene00015954
X-2G15,WBGene00006670
X-2G17,WBGene00018702
X-2G18,WBGene00015956
X-2G19,WBGene00006948
X-2G20,WBGene00015957
X-2G21,WBGene00018703
X-2G22,WBGene00020010
X-2G23,WBGene00019609
X-2H01,WBGene00020922
X-2H03,WBGene00004285
X-2H04,WBGene00019957
X-2H05,WBGene00006393
X-2H06,WBGene00019958
X-2H07,WBGene00005716
X-2H08,WBGene00019959
X-2H09,WBGene00001957
X-2H11,WBGene00018602
X-2H12,WBGene00018193
X-2H13,WBGene00000510
X-2H14,WBGene00000072
X-2H15,WBGene00016865
X-2H16,WBGene00006640
X-2H17,WBGene00016866
X-2H18,WBGene00020321
X-2H19,WBGene00016867
X-2H20,WBGene00020322
X-2H21,WBGene00005717
X-2H22,WBGene00020323
X-2H23,WBGene00006680
X-2H23,WBGene00016869
X-2H24,WBGene00020324
X-2I03,WBGene00019611
X-2I04,WBGene00020012
X-2I05,WBGene00019612
X-2I06,WBGene00020010
X-2I07,WBGene00001685
X-2I08,WBGene00006643
X-2I09,WBGene00001684
X-2I10,WBGene00015354
X-2I11,WBGene00003124
X-2I12,WBGene00006431
X-2I13,WBGene00004951
X-2I14,WBGene00015355
X-2I14,WBGene00045215
X-2I15,WBGene00015793
X-2I16,WBGene00015356
X-2I17,WBGene00002220
X-2I18,WBGene00015357
X-2I20,WBGene00003739
X-2I22,WBGene00015292
X-2I23,WBGene00015791
X-2I24,WBGene00015293
X-2J01,WBGene00003907
X-2J03,WBGene00016868
X-2J04,WBGene00019403
X-2J05,WBGene00003179
X-2J06,WBGene00019403
X-2J08,WBGene00002052
X-2J09,WBGene00004106
X-2J09,WBGene00016868
X-2J10,WBGene00019404
X-2J11,WBGene00004106
X-2J12,WBGene00003986
X-2J13,WBGene00016037
X-2J14,WBGene00022501
X-2J15,WBGene00016039
X-2J16,WBGene00000066
X-2J17,WBGene00000738
X-2J18,WBGene00006475
X-2J20,WBGene00019758
X-2J21,WBGene00017471
X-2J22,WBGene00019759
X-2J23,WBGene00016038
X-2J24,WBGene00019759
X-2K01,WBGene00015792
X-2K03,WBGene00001400
X-2K05,WBGene00002217
X-2K06,WBGene00006408
X-2K07,WBGene00001400
X-2K08,WBGene00001434
X-2K09,WBGene00017890
X-2K11,WBGene00017891
X-2K12,WBGene00020515
X-2K12,WBGene00235110
X-2K13,WBGene00017892
X-2K14,WBGene00018532
X-2K15,WBGene00018236
X-2K16,WBGene00018533
X-2K17,WBGene00002254
X-2K19,WBGene00002253
X-2K20,WBGene00018535
X-2K21,WBGene00002255
X-2K22,WBGene00018536
X-2K23,WBGene00006535
X-2K24,WBGene00018537
X-2L01,WBGene00017473
X-2L02,WBGene00019760
X-2L03,WBGene00017474
X-2L06,WBGene00022498
X-2L07,WBGene00001082
X-2L08,WBGene00022499
X-2L09,WBGene00020119
X-2L10,WBGene00022499
X-2L11,WBGene00020120
X-2L12,WBGene00022500
X-2L13,WBGene00020121
X-2L13,WBGene00219369
X-2L14,WBGene00022501
X-2L15,WBGene00020122
X-2L16,WBGene00022611
X-2L17,WBGene00020123
X-2L18,WBGene00022612
X-2L19,WBGene00003084
X-2L20,WBGene00022613
X-2L21,WBGene00017040
X-2L23,WBGene00017476
X-2L24,WBGene00022615
X-2M01,WBGene00018237
X-2M02,WBGene00018538
X-2M04,WBGene00018024
X-2M05,WBGene00019547
X-2M06,WBGene00018025
X-2M07,WBGene00019548
X-2M08,WBGene00000033
X-2M12,WBGene00018027
X-2M13,WBGene00019550
X-2M14,WBGene00001335
X-2M15,WBGene00019551
X-2M16,WBGene00018024
X-2M17,WBGene00019552
X-2M19,WBGene00006308
X-2M20,WBGene00019359
X-2M21,WBGene00019553
X-2M23,WBGene00019554
X-2M24,WBGene00022515
X-2N02,WBGene00016067
X-2N03,WBGene00017477
X-2N04,WBGene00016068
X-2N05,WBGene00001052
X-2N06,WBGene00016069
X-2N07,WBGene00017478
X-2N11,WBGene00017794
X-2N13,WBGene00000207
X-2N15,WBGene00017176
X-2N16,WBGene00006862
X-2N17,WBGene00000157
X-2N18,WBGene00016600
X-2N19,WBGene00017177
X-2N20,WBGene00000039
X-2N21,WBGene00017178
X-2N22,WBGene00000149
X-2N23,WBGene00003561
X-2N24,WBGene00016292
X-2O01,WBGene00017380
X-2O02,WBGene00000441
X-2O03,WBGene00017380
X-2O04,WBGene00002987
X-2O05,WBGene00017381
X-2O06,WBGene00018569
X-2O07,WBGene00043980
X-2O08,WBGene00018570
X-2O09,WBGene00017382
X-2O10,WBGene00018571
X-2O11,WBGene00017383
X-2O12,WBGene00020665
X-2O13,WBGene00022825
X-2O14,WBGene00020666
X-2O16,WBGene00020667
X-2O17,WBGene00022826
X-2O17,WBGene00022827
X-2O19,WBGene00022827
X-2O20,WBGene00020669
X-2O21,WBGene00000989
X-2O22,WBGene00020670
X-2O23,WBGene00006865
X-2P01,WBGene00004356
X-2P02,WBGene00001070
X-2P03,WBGene00000959
X-2P04,WBGene00016293
X-2P05,WBGene00000959
X-2P06,WBGene00016294
X-2P08,WBGene00017150
X-2P09,WBGene00001821
X-2P10,WBGene00004145
X-2P12,WBGene00005711
X-2P13,WBGene00003628
X-2P14,WBGene00020196
X-2P15,WBGene00003963
X-2P16,WBGene00020197
X-2P17,WBGene00005008
X-2P18,WBGene00044732
X-2P19,WBGene00015561
X-2P20,WBGene00020199
X-2P21,WBGene00015492
X-2P22,WBGene00006983
X-2P23,WBGene00015493
X-2P24,WBGene00019249
X-3A01,WBGene00019250
X-3A02,WBGene00006424
X-3A04,WBGene00006424
X-3A07,WBGene00003477
X-3A08,WBGene00019160
X-3A10,WBGene00018639
X-3A11,WBGene00021323
X-3A13,WBGene00021326
X-3A14,WBGene00021267
X-3A16,WBGene00021268
X-3A17,WBGene00002031
X-3A18,WBGene00001175
X-3A19,WBGene00021319
X-3A20,WBGene00016716
X-3A21,WBGene00017974
X-3A21,WBGene00021319
X-3A22,WBGene00019935
X-3A23,WBGene00017973
X-3B01,WBGene00015785
X-3B02,WBGene00016466
X-3B03,WBGene00015786
X-3B04,WBGene00016467
X-3B04,WBGene00021150
X-3B05,WBGene00001517
X-3B06,WBGene00016468
X-3B07,WBGene00015787
X-3B08,WBGene00016469
X-3B09,WBGene00000393
X-3B10,WBGene00001841
X-3B11,WBGene00017687
X-3B12,WBGene00004004
X-3B13,WBGene00017688
X-3B13,WBGene00044605
X-3B14,WBGene00016912
X-3B15,WBGene00001619
X-3B16,WBGene00002163
X-3B17,WBGene00017690
X-3B18,WBGene00000116
X-3B19,WBGene00017690
X-3B20,WBGene00016913
X-3B22,WBGene00000238
X-3B23,WBGene00020504
X-3B24,WBGene00016939
X-3C02,WBGene00019937
X-3C03,WBGene00017974
X-3C04,WBGene00003254
X-3C05,WBGene00000092
X-3C06,WBGene00019938
X-3C07,WBGene00006064
X-3C08,WBGene00002190
X-3C10,WBGene00017716
X-3C11,WBGene00016132
X-3C12,WBGene00002125
X-3C13,WBGene00016133
X-3C14,WBGene00002224
X-3C15,WBGene00016134
X-3C17,WBGene00016135
X-3C18,WBGene00002146
X-3C19,WBGene00018034
X-3C20,WBGene00015622
X-3C21,WBGene00018035
X-3C22,WBGene00015623
X-3C24,WBGene00015624
X-3D01,WBGene00020505
X-3D02,WBGene00001025
X-3D03,WBGene00043981
X-3D05,WBGene00020884
X-3D06,WBGene00016940
X-3D07,WBGene00020885
X-3D08,WBGene00016941
X-3D09,WBGene00020886
X-3D11,WBGene00020887
X-3D12,WBGene00022829
X-3D13,WBGene00002233
X-3D14,WBGene00018518
X-3D15,WBGene00000786
X-3D16,WBGene00018518
X-3D17,WBGene00016088
X-3D18,WBGene00018519
X-3D19,WBGene00016089
X-3D21,WBGene00003710
X-3D22,WBGene00018521
X-3D23,WBGene00016975
X-3E02,WBGene00002023
X-3E03,WBGene00018036
X-3E04,WBGene00003911
X-3E05,WBGene00003990
X-3E06,WBGene00016658
X-3E06,WBGene00016662
X-3E07,WBGene00018037
X-3E08,WBGene00016659
X-3E09,WBGene00018038
X-3E09,WBGene00077784
X-3E10,WBGene00016660
X-3E11,WBGene00015387
X-3E12,WBGene00001587
X-3E13,WBGene00015388
X-3E14,WBGene00001602
X-3E15,WBGene00015389
X-3E16,WBGene00016661
X-3E17,WBGene00016559
X-3E18,WBGene00004219
X-3E19,WBGene00016558
X-3E20,WBGene00003778
X-3E21,WBGene00016559
X-3E23,WBGene00016102
X-3E24,WBGene00015799
X-3F01,WBGene00016976
X-3F02,WBGene00018522
X-3F03,WBGene00016976
X-3F04,WBGene00018523
X-3F05,WBGene00003727
X-3F06,WBGene00006750
X-3F07,WBGene00018172
X-3F08,WBGene00001914
X-3F09,WBGene00018172
X-3F10,WBGene00019351
X-3F11,WBGene00018173
X-3F12,WBGene00006750
X-3F13,WBGene00018174
X-3F14,WBGene00019352
X-3F15,WBGene00000745
X-3F16,WBGene00006351
X-3F17,WBGene00018175
X-3F18,WBGene00001912
X-3F19,WBGene00018176
X-3F20,WBGene00020334
X-3F21,WBGene00003530
X-3F23,WBGene00000042
X-3F24,WBGene00004912
X-3G02,WBGene00015800
X-3G04,WBGene00015801
X-3G05,WBGene00016104
X-3G06,WBGene00002007
X-3G07,WBGene00016105
X-3G08,WBGene00015802
X-3G09,WBGene00018875
X-3G10,WBGene00004193
X-3G11,WBGene00018876
X-3G12,WBGene00015803
X-3G13,WBGene00044623
X-3G15,WBGene00020735
X-3G16,WBGene00022202
X-3G17,WBGene00020736
X-3G18,WBGene00003846
X-3G19,WBGene00020737
X-3G20,WBGene00016423
X-3G21,WBGene00020738
X-3G22,WBGene00016423
X-3G23,WBGene00016933
X-3G24,WBGene00020785
X-3G24,WBGene00077592
X-3H01,WBGene00004877
X-3H03,WBGene00004876
X-3H05,WBGene00019656
X-3H07,WBGene00019657
X-3H09,WBGene00000043
X-3H10,WBGene00004989
X-3H11,WBGene00003163
X-3H12,WBGene00004990
X-3H12,WBGene00044442
X-3H13,WBGene00019843
X-3H14,WBGene00004991
X-3H15,WBGene00019844
X-3H17,WBGene00002149
X-3H19,WBGene00000216
X-3H21,WBGene00019225
X-3H22,WBGene00015564
X-3H23,WBGene00019226
X-3H24,WBGene00015565
X-3I01,WBGene00016934
X-3I02,WBGene00020786
X-3I04,WBGene00000905
X-3I05,WBGene00016935
X-3I07,WBGene00016518
X-3I08,WBGene00020484
X-3I09,WBGene00017463
X-3I10,WBGene00020485
X-3I11,WBGene00006826
X-3I13,WBGene00003166
X-3I14,WBGene00020486
X-3I14,WBGene00077690
X-3I15,WBGene00017464
X-3I16,WBGene00015778
X-3I17,WBGene00006411
X-3I18,WBGene00015779
X-3I19,WBGene00020658
X-3I20,WBGene00001803
X-3I21,WBGene00001182
X-3I22,WBGene00015780
X-3I23,WBGene00020672
X-3I24,WBGene00002024
X-3J01,WBGene00019227
X-3J02,WBGene00016984
X-3J03,WBGene00000991
X-3J06,WBGene00015662
X-3J07,WBGene00019749
X-3J08,WBGene00015663
X-3J09,WBGene00001572
X-3J10,WBGene00015664
X-3J11,WBGene00018257
X-3J12,WBGene00015665
X-3J13,WBGene00018258
X-3J14,WBGene00015666
X-3J15,WBGene00018258
X-3J15,WBGene00018259
X-3J16,WBGene00015667
X-3J17,WBGene00001617
X-3J18,WBGene00015668
X-3J19,WBGene00004370
X-3J20,WBGene00003380
X-3J21,WBGene00016893
X-3J22,WBGene00000523
X-3J22,WBGene00000526
X-3J23,WBGene00016894
X-3J24,WBGene00015294
X-3K01,WBGene00020672
X-3K04,WBGene00021048
X-3K06,WBGene00021049
X-3K07,WBGene00005718
X-3K09,WBGene00020674
X-3K10,WBGene00020330
X-3K11,WBGene00020918
X-3K12,WBGene00003394
X-3K13,WBGene00001182
X-3K14,WBGene00000739
X-3K15,WBGene00020919
X-3K16,WBGene00020331
X-3K17,WBGene00020920
X-3K18,WBGene00002976
X-3K19,WBGene00020921
X-3K20,WBGene00015372
X-3K21,WBGene00000295
X-3K22,WBGene00015373
X-3K23,WBGene00017108
X-3K24,WBGene00015374
X-3L01,WBGene00000210
X-3L02,WBGene00015295
X-3L03,WBGene00003856
X-3L04,WBGene00003185
X-3L06,WBGene00004949
X-3L07,WBGene00016896
X-3L08,WBGene00000591
X-3L09,WBGene00006746
X-3L10,WBGene00018608
X-3L12,WBGene00018603
X-3L13,WBGene00018276
X-3L13,WBGene00018277
X-3L14,WBGene00018604
X-3L15,WBGene00018278
X-3L16,WBGene00018605
X-3L17,WBGene00000746
X-3L18,WBGene00018606
X-3L19,WBGene00018279
X-3L20,WBGene00000061
X-3L21,WBGene00018280
X-3L22,WBGene00018607
X-3L24,WBGene00018484
X-3M01,WBGene00016568
X-3M02,WBGene00015375
X-3M03,WBGene00004349
X-3M04,WBGene00015376
X-3M05,WBGene00004349
X-3M06,WBGene00015377
X-3M07,WBGene00016570
X-3M10,WBGene00015379
X-3M12,WBGene00015380
X-3M13,WBGene00016937
X-3M14,WBGene00003053
X-3M15,WBGene00016938
X-3M17,WBGene00004788
X-3M18,WBGene00020690
X-3M19,WBGene00018514
X-3M20,WBGene00001622
X-3M21,WBGene00018515
X-3M22,WBGene00020691
X-3M23,WBGene00018516
X-3M24,WBGene00003495
X-3N01,WBGene00017445
X-3N02,WBGene00000747
X-3N03,WBGene00003987
X-3N04,WBGene00018485
X-3N05,WBGene00017446
X-3N06,WBGene00018607
X-3N07,WBGene00017449
X-3N08,WBGene00000438
X-3N09,WBGene00017448
X-3N10,WBGene00001069
X-3N11,WBGene00015865
X-3N12,WBGene00018486
X-3N13,WBGene00015866
X-3N14,WBGene00018487
X-3N16,WBGene00019803
X-3N18,WBGene00000083
X-3N20,WBGene00017241
X-3N22,WBGene00007059
X-3N23,WBGene00219372
X-3N24,WBGene00006063
X-3O01,WBGene00017427
X-3O03,WBGene00001824
X-3O05,WBGene00017428
X-3O06,WBGene00019618
X-3O07,WBGene00017429
X-3O08,WBGene00019619
