A0FLQ6,O75417
Q22712,Q13615
Q22716,P62910
Q22718,Q8WUX9
Q22720,C9J798
Q22720,O43374
Q22720,O95294
Q22720,Q14644
Q22720,Q15283
Q22729,O60447
Q22729,Q96CN4
Q22743,Q5VZM2
Q22743,Q7L523
Q22744,Q86WH2
Q22744,Q8WWW0
Q22744,Q9NS23
Q22747,Q5SNT2
Q22751,Q8WXX5
Q22752,Q8TF09
Q22752,Q9NP97
Q22768,O75600
Q22782,P20340
Q22782,Q9NRW1
Q22792,Q96D46
Q22794,Q8NBF6
Q22797,Q9BT22
Q22799,Q96FJ2
Q22800,O75306
Q93873,O75306
Q22804,Q9H6L2
Q22805,P61129
Q22805,Q8N5P1
Q22805,Q9UPT8
Q22816,O00400
Q22820,Q9HBU6
Q22820,Q9NVF9
Q22830,Q9UG01
Q22836,Q13573
Q22875,Q9UQ13
Q22885,Q5VW32
Q22888,O60573
Q22895,P34969
Q22895,P35368
Q22908,Q8IZ41
Q22909,Q9BZE3
Q22909,Q9NY43
Q22910,Q9BZE3
Q22910,Q9NY43
Q22915,Q9Y316
Q22918,P55010
Q22938,Q8NBN3
Q22938,Q96K49
Q22942,P35790
Q22942,Q9Y259
Q22961,Q86UA1
Q22967,Q8N2H9
Q22967,Q96FA3
Q22967,Q9HAT8
Q22968,P48728
Q22992,Q9P2N6
Q23022,P17787
Q23022,P30926
Q23022,P32297
Q23022,Q15822
Q23022,Q15825
Q9N587,P17787
Q9N587,P30926
Q9N587,P32297
Q9N587,Q15822
Q9N587,Q15825
Q23023,O75385
Q23023,Q8IYT8
Q23033,P35346
Q23049,Q8TAM2
Q23068,P07099
Q23083,Q8TCG2
Q23083,Q9BTU6
Q23084,Q8NB12
Q23084,Q9H7B4
Q23084,Q9NRG4
Q8I4F7,Q8NB12
Q8I4F7,Q9H7B4
Q8I4F7,Q9NRG4
Q23088,Q2YD98
Q23089,O14980
Q23120,Q08170
Q23120,Q13243
Q23120,Q13247
Q23121,Q08170
Q23121,Q13243
Q23121,Q13247
Q23125,Q96A46
Q23125,Q9NYZ2
Q23126,Q9UBP6
Q23130,P85298
Q23130,Q07960
Q23138,O14490
Q23146,P51149
Q23155,P82912
Q23158,O43707
Q23158,P12814
Q23158,P35609
Q23165,Q9NZ52
Q23165,Q9UJY4
Q23165,Q9UJY5
Q23175,O95343
Q23175,O95475
Q23175,Q15475
Q23175,Q9NPC8
Q23191,Q14671
Q23191,Q8TB72
Q23194,Q9P253
Q23195,Q9UJ70
Q23202,Q9Y3A5
Q23203,Q5VXU3
Q23203,Q9UKJ5
Q8I7F9,Q5VXU3
Q8I7F9,Q9UKJ5
Q23206,Q9NVU0
Q23215,Q96KG9
Q23223,P42285
Q23232,P57081
Q23236,Q8WV74
Q23237,P49720
Q23243,Q86VD1
Q23243,Q9Y6X9
Q23249,O43913
Q23255,P49959
Q23260,Q86YV6
Q23261,Q96GX9
Q23270,Q9NXH9
Q23288,Q9H9C1
Q23290,Q12851
Q23290,Q9Y4K4
Q23295,O75439
Q23295,P31930
Q23312,P62081
Q23315,P07814
Q23356,O95819
Q23356,Q8N4C8
Q23356,Q9UKE5
Q23361,Q9BV10
Q23368,O95486
Q23368,O95487
Q23381,P22033
Q23382,Q96A33
Q23383,Q8TCB7
Q23387,Q8IW70
Q23387,Q8N4L1
Q23398,O14776
Q95PX7,O14776
Q23400,Q9Y2P8
Q23405,O15457
Q23409,Q9UJ71
Q23419,Q9BYX2
Q23419,Q9UPU7
Q23424,O95140
Q23424,Q8IWA4
Q23444,Q96AA3
Q23445,Q9NR31
Q23445,Q9Y6B6
Q23449,P48556
Q23450,Q96BR5
Q23451,P54725
Q23451,P54727
Q23457,P62877
Q23462,Q96QF7
Q23463,Q15029
Q23483,Q9BVK8
Q23493,O95861
Q23494,Q9NV06
Q23495,Q9H583
Q23497,O43603
Q23497,O60755
Q23497,P47211
Q23497,Q969F8
Q23500,P21399
Q23508,Q567V2
Q23511,Q15031
Q23523,Q9NPJ6
Q23528,Q8NF86
Q23530,O95436
Q23530,Q06495
Q23530,Q8N130
Q23533,A4D1P6
Q23541,P29375
Q23541,P41229
Q23541,Q9BY66
Q23541,Q9UGL1
Q23543,Q9UK45
Q23544,Q9BVA6
Q23571,P11182
Q23580,Q8TF66
Q93377,Q8TF66
Q23588,O95045
Q23588,Q16831
Q23590,Q9UIF8
Q23590,Q9UIF9
Q23598,Q16635
Q23601,P28328
Q23616,Q1EHB4
Q23616,Q8N695
Q23616,Q92911
Q23616,Q9Y289
Q23621,P00367
Q23621,P49448
Q23623,Q9BXR0
Q23629,Q96HY7
Q23639,Q93034
Q23640,Q92484
Q23640,Q92485
Q23644,Q9NWK9
Q23645,Q9Y535
Q23646,Q8N9N8
Q23651,Q9H9T3
Q23665,Q9NQZ6
Q23669,Q99570
Q23670,P11388
Q23670,Q02880
Q23679,Q15528
Q23680,Q16864
Q25AR8,Q14141
Q25AR8,Q6ZU15
Q25AR8,Q92599
Q25AR8,Q9NVA2
Q25AR8,Q9P0V9
Q8I4C9,Q14141
Q8I4C9,Q6ZU15
Q8I4C9,Q92599
Q8I4C9,Q9NVA2
Q8I4C9,Q9P0V9
Q25AR9,Q8IXB1
Q9XWE1,Q8IXB1
Q26261,O95185
Q26261,Q6UXZ4
Q26261,Q6ZN44
Q26261,Q8IZJ1
Q27257,O43772
Q27274,P10155
Q27389,P40429
Q19958,P27105
Q19958,Q8TAV4
Q27433,P27105
Q27433,Q8TAV4
Q8MQ74,P27105
Q8MQ74,Q8TAV4
Q27464,P11413
Q27474,P18858
Q27481,P22314
Q27488,P25787
Q27492,Q9NW08
Q27493,Q9H9Y6
Q27505,P05181
Q27505,P10632
Q27505,P10635
Q27505,P11509
Q27505,P11712
Q27505,P20813
Q27505,P20853
Q27505,P24903
Q27505,P33260
Q27505,P33261
Q27505,P51589
Q27505,Q16696
Q27505,Q6VVX0
Q27505,Q7Z449
Q27505,Q8TAV3
Q27505,Q96SQ9
Q27507,P05181
Q27507,P10635
Q27507,P11509
Q27507,P11712
Q27507,P24903
Q27507,P51589
Q27507,Q16696
Q27507,Q7Z449
Q27511,P0C0S5
Q27511,Q71UI9
Q27512,P08758
Q27512,P09525
Q27512,P13928
Q27512,P20073
Q27512,P50995
Q27512,Q5T2P8
Q27512,Q5VT79
Q27527,P06733
Q27527,P09104
Q27527,P13929
Q27536,P07902
Q27539,Q16740
Q27874,P05106
Q27874,P05556
Q27874,P18084
Q27874,P18564
Q27874,P26010
Q27888,P00338
Q27888,P07195
Q27888,P07864
Q27888,Q6ZMR3
Q27888,Q9BYZ2
Q27GT3,Q6NYC1
Q9GYI4,Q6NYC1
Q2A950,Q8WUB8
Q2AAB7,Q6YHU6
Q2L6V2,Q9HD33
Q2L6W9,Q15208
Q2L6W9,Q9Y2H1
Q2L6Y0,Q9BU23
Q2L6Y6,Q12931
Q2MDF2,Q6P1Q9
Q2MDF2,Q96IZ6
Q2PJ68,O00141
Q2PJ68,Q96BR1
Q2PJ68,Q9HBY8
Q2PJ74,P49641
Q2PJ74,Q16706
Q2V4S2,P31150
Q2V4S2,P50395
Q2WF59,Q7Z7L7
Q2WF61,Q9UM13
Q2WF63,Q9Y6V7
Q304D5,Q9BS26
Q304D8,Q13043
Q304D8,Q13188
Q9NB31,Q13043
Q9NB31,Q13188
Q304F0,Q96MF6
Q304F0,Q9H8M1
Q33BL1,P09131
Q33BL1,Q12908
Q33BL1,Q14973
Q33BL1,Q3KNW5
Q33BL1,Q5PT55
Q33BL1,Q96EP9
Q3LFN1,A6NFH5
Q3LFN1,O15540
Q3LFN1,P02689
Q3LFN1,P05413
Q3LFN1,P15090
Q3LFN1,Q01469
Q3LFN1,Q0Z7S8
Q965W1,A6NFH5
Q965W1,O15540
Q965W1,P02689
Q965W1,P05413
Q965W1,P15090
Q965W1,Q01469
Q965W1,Q0Z7S8
Q3S1J0,Q9P021
Q3V5I7,Q9H1Y0
Q3V5I8,Q9H1Y0
Q3V5J2,Q15814
Q3V5J4,Q6PML9
Q3V5K0,O75051
Q3V5K0,P51805
Q3V5K0,Q9HCM2
Q3V5K0,Q9UIW2
Q3V5L2,P13056
Q3V5L2,P49116
Q9N4B8,P13056
Q9N4B8,P49116
Q3Y402,Q9H0W9
Q3Y416,Q8N5S9
Q3Y416,Q96RR4
Q400L7,O94812
Q400L7,Q70J99
Q400N4,O60337
Q45EK7,Q8IYL2
Q45EL5,Q6NXT4
Q45FX5,P15498
Q45FX5,P52735
Q45FX5,Q9UKW4
Q4JFI0,Q68CJ9
Q4JFI0,Q8TEY5
Q4JFI0,Q96BA8
Q4TT88,E7EWZ2
Q4TT88,P55786
Q4TTA0,Q96QI5
Q4TTA0,Q9Y278
Q4TTA0,Q9Y661
Q4TTA0,Q9Y662
Q4TTA0,Q9Y663
Q4W4Z2,Q8WWV3
Q4W5Q8,Q8N5D0
Q564Q1,Q14376
Q564U4,Q3SXZ7
Q564X0,F8WEP6
Q564X0,Q8IUH8
Q564X0,Q8TCT8
Q564X7,Q6P1X6
Q565C3,Q6S9Z5
Q56VX7,Q9UPQ8
Q5CZ37,Q8N6M3
Q5CZ52,Q96RK4
Q5DX36,Q9BUP3
Q5DX47,Q96H96
Q8I7J4,Q96H96
Q5DX48,O94915
Q5DX48,Q5TBA9
Q5F4W0,Q96JQ0
Q5FC21,Q86SQ9
Q5FC79,Q8TD22
Q5H9N3,O00712
Q5H9N3,P08651
Q5H9N3,Q12857
Q5H9N3,Q14938
Q5TYK5,O75475
Q5WRN3,Q8WVE0
Q5WRR4,Q8WVT3
Q5WRR6,Q9NSN8
Q5WRR6,Q9NY99
Q5WRT0,Q96RR1
Q5ZEQ3,Q9NX62
Q5ZR75,O75636
Q5ZR76,Q6ZNW5
Q60F70,Q12789
Q60F73,Q6IC98
Q65CM5,Q9UGB7
Q65XW9,Q15043
Q65XW9,Q9C0K1
Q65XX2,O94822
Q65XX9,Q03426
Q65XY1,Q6ZUK4
Q65ZJ9,Q8NFI3
Q8TA65,Q8NFI3
Q65ZK1,Q9BVM4
Q688B0,Q8WZA1
Q95XE8,Q8WZA1
Q688B0,P58499
Q688B0,P98173
Q688B0,Q92520
Q688B0,Q96BQ1
Q95XE8,P58499
Q95XE8,P98173
Q95XE8,Q92520
Q95XE8,Q96BQ1
Q688C0,Q96EL2
Q688Z4,Q8TDD1
Q6A1T5,Q9NWU1
Q6A573,Q96B97
Q6A573,Q9Y5K6
Q6A575,Q7Z2W9
Q6A586,Q8IXS8
Q6A586,Q9BYI3
Q6AHP8,Q9Y3D6
Q6AHQ8,Q9BY11
Q6AHQ8,Q9UKS6
Q6AHQ8,Q9UNF0
Q6AHR3,P11908
Q6AHR3,P60891
Q6AW03,Q9UI17
Q6AW07,Q86SG6
Q6AW07,Q8TD19
Q6AW08,Q96JB2
Q6BER6,Q13503
Q6EZG5,Q9UM54
Q9TZI9,Q9UM54
Q6I6D5,Q96AJ1
Q7JKP6,Q12888
Q7JL05,Q9BU61
Q7JMR0,O75419
Q7JMS4,Q9NQC7
Q7JNG1,H7C0C1
Q7JNG1,P48047
Q7JNM2,Q5M7Z0
Q7JNM2,Q96EX2
Q7JNM3,O60481
Q7JNM3,O95409
Q7JNM3,Q15915
Q7JNM3,Q8N9L1
Q7JNM3,Q96T25
Q7JP61,P08913
Q7JP61,P18089
Q7JP67,A8MQ27
Q7JP67,O76050
Q7JP80,P98155
Q7JPD6,Q8N9N7
Q7JPD8,Q8WZA0
Q7JPI4,Q8N3R3
Q7K707,P06744
Q7K755,Q8NCW6
Q7KPV0,P38405
Q7KPV0,Q5JWF2
Q7KPW6,Q9BV81
Q7KPW7,Q9BYD6
Q7KX58,Q9P215
Q7YTG6,Q9Y5U9
Q7YTG8,Q8N8F6
Q7YTG8,Q969M3
Q7YTG9,O95639
Q7YTH5,Q7Z7C8
Q7YTI4,Q96EK9
Q7YTP0,O95562
Q7YTP0,Q8WV19
Q7YTU0,Q6YHK3
Q7YWN1,P47224
Q7YWP5,Q9BT30
Q7YWR3,Q6IPR1
Q7YWR7,Q96S19
Q7YWV6,P39210
Q7YWW8,Q92546
Q7YWX3,Q9UKB3
Q7YWX7,Q5T9L3
Q7YWY7,Q7Z418
Q7YX26,Q9H7X0
Q7YX40,Q99732
Q7YX41,Q9NPI0
Q7YX44,Q9H4G4
Q7YX48,O95164
Q7Z003,O43497
Q7Z003,O95180
Q7Z003,Q9P0X4
Q7Z144,Q9Y4U1
Q86D18,Q03468
Q93781,Q03468
Q86D25,Q9Y6A4
Q86D99,Q9UBQ0
Q86DA5,J3KSG7
Q86FN3,Q96LD8
Q86G90,A6NKT7
Q86G90,O14715
Q86G90,P0DJD0
Q86G90,P0DJD1
Q86G90,P49792
Q86G90,Q7Z3J3
Q86G90,Q99666
Q86GI2,Q5T8I3
Q86GI2,Q5T9C2
Q86GV3,P16066
Q86GV3,P20594
Q86MF0,O15409
Q86MF0,Q8IVH2
Q86MF0,Q9BZS1
Q86MF0,Q9H334
Q86MG7,O60930
Q86MI3,P49902
Q86MI3,Q86YG4
Q86MP3,Q5MNZ6
Q86MP3,Q9Y484
Q86NH1,Q5VT97
Q86NH1,Q6ZW31
Q86S40,Q9BRR6
Q86S66,O15069
Q86S66,Q13765
Q86S66,Q9H009
Q86S73,Q8N2K1
Q8I0G4,Q5W0Z9
Q8I0G4,Q96MV8
Q8I0G4,Q9UIJ5
Q8I0Z1,Q7Z3E2
Q8I100,Q9UJ41
Q8I103,O95049
Q8I103,Q07157
Q8I103,Q9UDY2
Q8I113,Q9BUB5
Q8I113,Q9HBH9
Q8I4B0,P16389
Q8I4B0,P17658
Q8I4B0,P22001
Q8I4B0,P22459
Q8I4B0,P22460
Q8I4B0,Q09470
Q8I4B0,Q16322
Q8I4B0,Q96RP8
Q8I4E5,P62942
Q8I4E5,P68106
Q8I4E5,Q5VVH2
Q9U2Q8,P62942
Q9U2Q8,P68106
Q9U2Q8,Q5VVH2
Q8I4K2,Q86WU2
Q8I4M0,Q8N8R3
Q8I6Y9,P48995
Q8I6Y9,Q9UBN4
Q8I6Y9,Q9UL62
Q8I7G0,Q8N2H4
Q8I7G4,Q86WT1
Q8I7G4,Q8N4P2
Q8I7I5,P08922
Q8IA75,Q15111
Q8IA75,Q9UPR0
Q8IAA1,Q96SZ5
Q8IAA2,Q15040
Q8IAA2,Q8TAC2
Q8IAA5,O60234
Q8IAA5,P60983
Q8IG33,Q14696
Q8IG39,Q6DHV7
Q8IG67,Q9BUI4
Q8IG68,Q8NEJ9
Q8IG69,P53567
Q8IG72,Q6UVK1
Q8ITW1,Q14BN4
Q8ITY5,O95232
Q8ITY6,Q8IVS2
Q8MNR9,Q7Z7K6
Q8MNT0,Q8WWI1
Q8MNT0,Q9UPQ0
Q8MNT9,Q9NXW9
Q8MNU7,Q9NRP2
Q8MNU8,Q96HJ9
Q8MNV7,Q9NZC9
Q8MNX1,Q96EU6
Q8MNY0,P09936
Q8MNY0,P15374
Q965V9,P09936
Q965V9,P15374
Q9UAV3,P09936
Q9UAV3,P15374
Q8MP09,Q16773
Q8MP09,Q6YP21
Q9XX97,Q16773
Q9XX97,Q6YP21
Q8MPR9,Q9BZF1
Q8MPR9,Q9H0X9
Q8MPX3,Q9UBS4
Q8MQ04,Q02241
Q8MQ17,Q9Y608
Q8MQ20,F8VPJ2
Q8MQ20,Q9H1H9
Q8MQ22,Q9H6U6
Q8MQ51,P80303
Q8MQ51,Q02818
Q8MQ70,Q86Z02
Q8MQ70,Q9H2X6
Q8MQ70,Q9H422
Q8MQC5,O43525
Q8MQC5,O43526
Q8MQC5,P56696
Q8MQC5,Q9NR82
Q8MQG4,Q9Y5Z6
Q8MQG6,Q5VUM1
Q8MXF0,Q14CM0
Q8MXF0,Q5JV73
Q8MXF0,Q5SYB0
Q8MXF1,P62195
Q9XTT9,P62195
Q8MXH3,Q8N6R1
Q8MXH3,Q9Y6X1
Q93838,Q8N6R1
Q93838,Q9Y6X1
Q8MXH7,Q9ULC4
Q8MXJ9,Q8TB61
Q8MXQ7,Q5VV42
Q8MXR2,P31943
Q8MXR2,P52597
Q8MXR2,P55795
Q8MXR2,Q12849
Q8MXR3,Q9NP80
Q8MXS1,Q9NP72
Q8MXT1,P30041
Q8MXT4,Q6IQ20
Q965X7,Q6IQ20
Q8MXU3,F5H7H8
Q8MXU3,O14994
Q8MXU3,P17600
Q8MYM6,Q8NFH8
Q8MYM6,Q96D71
Q8MYM8,P13984
Q8MYM9,Q96IL0
Q8MYQ1,L7N484
Q8STE5,Q96JJ3
Q8STF6,O75052
Q8T3C8,H7C417
Q8T3C8,Q9UDX5
Q8T3E0,Q6PJP8
Q8T3E0,Q9H816
Q8T666,Q8IZK6
Q8T666,Q8TDD5
Q8T666,Q9GZU1
Q8T7Z0,P80192
Q8T874,E2QRD5
Q8T874,P59780
Q8T874,Q92572
Q8T8B9,Q8TDX5
Q8TA52,Q8IY31
Q8TA83,Q96EY1
Q8WQ99,P78368
Q8WQ99,Q9HCP0
Q8WQ99,Q9Y6M4
Q8WQA8,P60866
Q8WQB0,Q9NTX7
Q8WQB3,O43747
Q8WQB3,O75843
Q8WQB4,Q9BUR4
Q8WQB6,Q8TAD4
Q8WQC3,Q9HAF1
Q8WQC4,O94889
Q8WQC9,O00429
Q8WQF3,Q9BZI7
Q8WQF3,Q9H1J1
Q8WQF9,Q9NQ89
Q8WQG1,Q9NPA0
Q8WQG9,P45983
Q8WQG9,P45984
Q8WQG9,P53779
Q8WQL7,Q13627
Q8WQL7,Q9Y463
Q8WSL9,Q9Y673
Q8WT44,P35125
Q8WT44,Q8NFA0
Q8WTJ4,Q9BZV1
Q8WTK1,Q9HBR0
Q8WTL6,Q6N069
Q8WTL6,Q9BXJ9
Q8WTL7,Q2LD37
Q8WTM3,Q86VU5
Q965W3,Q86VU5
Q965W4,Q86VU5
Q9XXH0,Q86VU5
Q8WTM6,O15144
Q93167,Q8N0X4
Q93168,O95433
Q93168,Q719I0
Q93169,Q9BV20
Q93170,Q9H4B0
Q93177,Q13641
Q93203,Q7Z6G8
Q93203,Q8WXD9
Q93203,Q8WXE0
Q93203,Q92625
Q93204,O75715
Q93204,P07203
Q93204,P18283
Q93204,P22352
Q93204,P59796
Q95003,O75715
Q95003,P07203
Q95003,P18283
Q95003,P22352
Q95003,P59796
Q9N2X2,O75715
Q9N2X2,P07203
Q9N2X2,P18283
Q9N2X2,P22352
Q9N2X2,P59796
Q93227,Q86UD3
Q93227,Q9P0N8
Q93230,Q15906
Q93233,Q86U42
Q93235,P05026
Q93235,P14415
Q93235,P51164
Q93235,P54709
Q93235,Q9UN42
Q9XUY5,P05026
Q9XUY5,P14415
Q9XUY5,P51164
Q9XUY5,P54709
Q9XUY5,Q9UN42
Q93315,O43169
Q93315,P00167
Q93319,Q6UX65
Q93319,Q8N682
Q93324,O00462
Q93330,Q96Q05
Q93338,P19387
Q93339,O43172
Q93341,P00374
Q93341,Q86XF0
Q93348,P78411
Q93353,O43837
Q93354,Q9NVV5
Q93355,Q9NVV5
Q93379,P00390
Q93380,Q86WB7
Q93382,Q86XP3
Q93408,O14737
Q93413,O95786
Q93413,Q96C10
Q93413,Q9BYX4
Q93425,P82675
Q93438,Q9BRB3
Q93442,Q71F56
Q93442,Q9UHV7
Q93454,P78406
Q93456,P07992
Q93459,P53384
Q93485,Q9BXW6
Q93485,Q9BZF3
Q93485,Q9H1P3
Q93485,Q9H4L5
Q93511,P60602
Q93533,Q9UGQ2
Q93534,Q9NUY8
Q93537,Q00577
Q93537,Q96QR8
Q93537,Q9UJV8
Q94230,Q00577
Q94230,Q96QR8
Q94230,Q9UJV8
Q93538,Q15042
Q93550,Q92959
Q93560,O75626
Q93561,Q9BUN8
Q93565,Q9H0E2
Q93566,Q96L92
Q93568,O43402
Q93568,Q9Y3B6
Q93569,Q9Y5P4
Q93571,Q7Z7E8
Q93571,Q8WVN8
Q93572,P05388
Q93573,P13693
Q93574,Q96FB5
Q93575,F6WH68
Q93576,P15531
Q93576,P22392
Q93591,Q8IXQ4
Q93594,A6PVI3
Q93594,P52298
Q93615,P13804
Q93618,Q8WU90
Q93619,P21953
Q93635,Q6ZUS6
Q93638,Q9Y324
Q93640,O75838
Q93640,Q96Q77
Q93641,Q9NTJ5
Q93644,Q92551
Q93644,Q96PC2
Q93644,Q9UHH9
Q93646,Q13424
Q93646,Q13425
Q93646,Q13884
Q93703,P17735
Q93712,P55081
Q93714,P50213
Q93716,O43809
Q93717,Q86VD7
Q93725,Q15843
Q93759,P61962
Q93791,P14543
Q93791,Q14112
Q93794,Q969H0
Q93795,Q96Q11
Q93830,Q9NQT5
Q93831,O96000
Q93833,Q9NWB7
Q93874,P61106
Q93878,Q9Y282
Q93899,P49640
Q93899,Q03828
Q93934,P55263
Q93968,Q9GZT4
Q94010,Q709C8
Q94010,Q96RL7
Q94012,Q658L1
Q94013,Q96RS0
Q94045,P53999
Q94055,P21549
Q94071,Q86W92
Q94071,Q8ND30
Q94125,P42336
Q94148,P61026
Q94166,Q15475
Q94166,Q9NPC8
Q94166,Q9UIU6
Q94174,Q8TD16
Q94174,Q96G01
Q94177,Q86V24
Q94177,Q96A54
Q9N536,Q86V24
Q9N536,Q96A54
Q94216,Q99543
Q94218,Q9NUQ7
Q94222,Q96HU1
Q94234,Q00059
Q94239,O95793
Q94239,Q9NUL3
Q94241,Q96IW7
Q94250,Q5VZF2
Q94250,Q9NR56
Q94250,Q9NUK0
Q94251,Q86XK2
E2S7J2,P07098
E2S7J2,P38571
E2S7J2,Q5VXI9
E2S7J2,Q5VXJ0
E2S7J2,Q5VYY2
E2S7J2,Q5W064
O16956,P07098
O16956,P38571
O16956,Q5VXI9
O16956,Q5VXJ0
O16956,Q5VYY2
O16956,Q5W064
O61866,P07098
O61866,P38571
O61866,Q5VXI9
O61866,Q5VXJ0
O61866,Q5VYY2
O61866,Q5W064
Q20449,P07098
Q20449,P38571
Q20449,Q5VXI9
Q20449,Q5VXJ0
Q20449,Q5VYY2
Q20449,Q5W064
Q93789,P07098
Q93789,P38571
Q93789,Q5VXI9
Q93789,Q5VXJ0
Q93789,Q5VYY2
Q93789,Q5W064
Q94252,P07098
Q94252,P38571
Q94252,Q5VXI9
Q94252,Q5VXJ0
Q94252,Q5VYY2
Q94252,Q5W064
Q94261,Q7L2H7
Q94263,Q8IXI1
Q94263,Q8IXI2
Q94272,P16930
Q94276,Q6TCH4
Q94276,Q86WK9
Q94276,Q8TEZ7
Q94276,Q9NXK6
Q94284,Q96F25
Q94285,O43414
Q9TZZ9,O43414
Q94287,Q5JU85
Q94287,Q6DN90
Q94287,Q9UPP2
Q94316,P78536
Q94360,O75251
Q94361,O75925
Q94361,O75928
Q94361,Q8N2W9
Q94361,Q9Y6X2
Q94398,Q96IS3
Q94398,Q9Y2V3
Q94402,Q9Y3C1
Q94416,Q9UJA5
Q94986,O95716
Q94986,P20336
Q94986,P20337
Q94986,Q96E17
Q95QV3,O95716
Q95QV3,P20336
Q95QV3,P20337
Q95QV3,Q96E17
Q95005,O14818
Q95005,Q8TAA3
Q95008,P28066
Q95017,P63279
Q95NM6,Q14249
Q95PJ8,Q9BX74
Q95PV7,Q9Y5Q9
Q95PW9,O43639
Q95PW9,P16333
Q95PY4,Q9NVS2
Q95PY8,Q9UKF6
Q95PY9,Q99797
Q95PZ3,Q6PID8
Q95PZ4,P19447
Q95PZ7,P61289
Q95PZ8,Q96I59
Q95Q05,Q8WV92
Q95Q06,Q9H5V9
Q95Q11,Q9Y2R9
Q95Q17,O43513
Q95Q18,Q53H82
Q95Q27,Q6WBX8
Q95Q27,Q99638
Q95Q32,P08236
Q95Q34,Q9BVS4
Q95Q35,Q8IYI6
Q95Q36,Q9UPZ3
Q95Q62,P23677
Q95Q62,P27987
Q95Q62,Q96DU7
Q95Q89,Q8N6T7
Q95Q95,P42345
Q95Q98,Q8NHM5
Q95Q98,Q9UPP1
Q95Q98,Q9Y2K7
Q95QA3,Q6VY07
Q95QA3,Q86VP3
Q95QB1,Q96KA5
Q95QC2,Q14197
Q95QC4,O15075
Q95QC4,O43602
Q95QC4,Q8N568
Q95QD1,Q86UB9
Q95QD5,Q9Y6N1
Q95QD6,Q7Z6V5
Q95QD7,Q6MZP7
Q95QD7,Q9Y4I5
Q95QG1,Q14165
Q95QG4,P27816
Q95QG8,Q9Y5B0
Q95QI6,Q8WVL7
Q95QL2,Q9BYD1
Q95QL3,P42696
Q95QM5,O14639
Q95QM5,O94929
Q95QM5,Q6H8Q1
Q95QN1,F8W031
Q95QN1,Q9Y2B0
Q95QN2,Q9BUQ8
Q95QN6,Q7Z569
Q95QQ1,Q9Y2G8
Q95QQ2,A5PLN9
Q95QQ4,P31939
Q95QQ9,Q9P2B4
Q95QR5,P14866
Q95QR5,Q8WVV9
Q95QS4,Q9BRU9
Q95QS6,Q6PI78
Q95QT2,P54803
Q95QT8,A0AVF1
Q95QU0,Q5JVF3
Q95QU1,Q96S16
Q95QU5,A4D1E9
Q95QV8,P31483
Q95QV8,Q01085
Q9U2F5,P31483
Q9U2F5,Q01085
Q95QW0,Q9Y262
Q95QW4,Q6XR72
Q95QW4,Q9Y6M5
Q95QX1,Q00536
Q95QX1,Q00537
Q95QX1,Q07002
Q95QX5,O60784
Q95QX5,Q6ZVM7
Q95QZ1,Q9BV40
Q95XH1,Q9BV40
Q95QZ5,Q9BRN9
Q95R03,Q92604
Q95R12,Q9NUQ2
Q95X11,Q86UY6
Q95X18,Q9UJK0
Q95X35,Q53F39
Q95X42,Q9Y2I8
Q95X44,P36543
Q95X44,Q96A05
Q95X59,Q9NXF8
Q95X59,Q9NYG2
Q95X60,O43292
Q95XC4,O95989
Q95XC4,Q8NFP7
Q95XC4,Q96G61
Q95XC4,Q9NZJ9
Q95XC7,A4IF30
Q95XC7,Q8IY50
Q95XD0,Q13868
Q95XD1,Q9NSA2
Q95XD1,Q9NZV8
Q95XD1,Q9UK17
Q95XD3,Q6QNY1
Q95XD4,O95777
Q95XG7,Q9Y4Z2
Q95XG9,P14920
Q95XG9,Q99489
Q95XH2,Q9BSB4
Q95XI7,Q9C0E2
Q95XI9,P36542
Q95XJ1,Q8WUD4
Q95XJ7,Q8N441
Q95XJ9,Q969X5
Q95XK4,O15297
Q95XK5,Q8WTR2
Q95XL8,Q13112
Q95XN1,P35914
Q95XN1,Q8TB92
Q95XN2,Q10713
Q95XN6,P62312
Q95XN7,P49427
Q95XN7,Q712K3
Q95XP5,P20020
Q95XP5,P23634
Q95XP5,Q01814
Q95XP5,Q16720
Q9TYP9,P20020
Q9TYP9,P23634
Q9TYP9,Q01814
Q9TYP9,Q16720
Q95XQ8,P33991
Q95XR0,F8W810
Q95XR0,P41091
Q95XR1,O75347
Q95XR2,Q96CB9
Q95XR3,Q9BRP4
Q95XS1,Q9UNL2
Q95XS2,P60468
Q95XT5,P43307
Q95XU6,Q6PJT7
Q95XW5,Q14168
Q95XW5,Q5T2T1
Q95XX0,P61088
Q95XX0,Q5JXB2
Q95XX1,Q6XQN6
Q95XY4,Q9H6R4
Q95XZ0,Q9H9E3
Q95XZ5,Q6KC79
Q95XZ6,Q6ZP29
Q95Y04,P62857
Q95Y12,Q53H47
Q95Y15,O75694
Q95Y24,Q9HD45
Q95Y25,Q9H0R6
Q95Y26,Q05209
Q95Y26,Q99952
Q95Y26,Q9Y2R2
Q95Y35,Q5VTL8
Q95Y36,Q96G28
Q95Y37,P13796
Q95Y37,P13797
Q95Y37,Q14651
Q95Y44,O75937
Q95Y46,P62906
Q9N4I4,P62906
Q95Y51,O75940
Q95Y58,Q96DM3
Q95Y67,P57721
Q95Y67,P57723
Q95Y67,Q15365
Q95Y67,Q15366
Q95Y71,Q9BRJ2
Q95Y73,Q969S9
