HS_ENSG,Gene/Locus MIM number,Phenotype and Phenotype MIM number
ENSG00000170275,605497,"Osteogenesis imperfecta, type VII, 610682"
ENSG00000117385,610339,"Osteogenesis imperfecta, type VIII, 610915"
ENSG00000149257,600943,"Osteogenesis imperfecta, type X, 613848 | Preterm premature rupture of the membranes, susceptibility to, 610504"
ENSG00000170374,606633,"Osteogenesis imperfecta, type XII, 613849"
ENSG00000168487,112264,"Osteogenesis imperfecta, type XIII, 614856"
ENSG00000095209,611236,"Osteogenesis imperfecta, type XIV, 615066"
ENSG00000125084,164820,"Osteogenesis imperfecta, type XV, 615220 | Osteoporosis, early-onset, susceptibility to, autosomal dominant, 615221"
ENSG00000113140,182120,"Osteogenesis imperfecta, type XVII, 616507"
ENSG00000141655,603499,"Osteolysis, familial expansile, 174810 | Osteopetrosis, autosomal recessive 7, 612301 | Paget disease of bone 2, early-onset, 602080"
ENSG00000184675,300647,"Osteopathia striata with cranial sclerosis, 300373"
ENSG00000103249,602727,"Osteopetrosis, autosomal dominant 2, 166600 | Osteopetrosis, autosomal recessive 4, 611490"
ENSG00000110719,604592,"Osteopetrosis, autosomal recessive 1, 259700"
ENSG00000120659,602642,"Osteopetrosis, autosomal recessive 2, 259710"
ENSG00000104267,611492,"Osteopetrosis, autosomal recessive 3, with renal tubular acidosis, 259730"
ENSG00000081087,607649,"Osteopetrosis, autosomal recessive 5, 259720"
ENSG00000225190,611466,"Osteopetrosis, autosomal recessive 6, 611497"
ENSG00000086300,614780,"Osteopetrosis, autosomal recessive 8, 615085"
ENSG00000111424,601769,"Osteoporosis, involutional, 166710 | Rickets, vitamin D-resistant, type IIA, 277440"
ENSG00000004948,114131,"Osteoporosis, postmenopausal, susceptibility, 166710"
ENSG00000131435,603422,"Osteoporosis, susceptibility to, 166710"
ENSG00000125813,167411,"Otofaciocervical syndrome 2, 615560"
ENSG00000104313,601653,"Otofaciocervical syndrome, 166780 | Anterior segment anomalies with or without cataract, 602588 | Branchiootic syndrome 1, 602588 | Branchiootorenal syndrome 1, with or without cataracts, 113650"
ENSG00000183715,600632,"Ovarian cancer, somatic, 167000"
ENSG00000133818,600098,Ovarian carcinoma
ENSG00000170820,136435,"Ovarian dysgenesis 1, 233300 | Ovarian hyperstimulation syndrome, 608115 | Ovarian response to FSH stimulation, 276400"
ENSG00000130385,300247,"Ovarian dysgenesis 2, 300510 | Premature ovarian failure 4, 300510"
ENSG00000131470,608665,"Ovarian dysgenesis 3, 614324"
ENSG00000111877,610098,"Ovarian dysgenesis 4, 616185"
ENSG00000165643,610224,"Ovarian dysgenesis 5, 617690"
ENSG00000186832,148067,"Pachyonychia congenita 1, 167200 | Palmoplantar keratoderma, nonepidermolytic, focal, 613000"
ENSG00000128422,148069,"Pachyonychia congenita 2, 167210 | Steatocystoma multiplex, 184500"
ENSG00000205420,148041,"Pachyonychia congenita 3, 615726"
ENSG00000185479,148042,"Pachyonychia congenita 4, 615728"
ENSG00000164761,602643,"Paget disease of bone 5, juvenile-onset, 239000"
ENSG00000143373,610568,"Paget disease of bone 6, 616833"
ENSG00000169218,609595,"Palmoplantar hyperkeratosis and true hermaphroditism, 610644 | Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal, 610644"
ENSG00000161798,600442,"Palmoplantar keratoderma, Bothnian type, 600231"
ENSG00000171403,607606,"Palmoplantar keratoderma, epidermolytic, 144200"
ENSG00000166396,603357,"Palmoplantar keratoderma, Nagashima type, 615598"
ENSG00000167723,607066,"Palmoplantar keratoderma, nonepidermolytic, focal 2, 616400 | Olmsted syndrome, 614594"
ENSG00000170465,612315,"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735"
ENSG00000168267,607194,"Pancreatic agenesis 2, 615935 | Pancreatic and cerebellar agenesis, 609069"
ENSG00000135503,601300,"Pancreatic cancer, somatic"
ENSG00000129116,608092,"Pancreatic cancer, susceptibility to, 1, 606856"
ENSG00000175535,246600,"Pancreatic lipase deficiency, 614338"
ENSG00000275896,601564,"Pancreatitis, chronic, protection against, 167800"
ENSG00000162438,601405,"Pancreatitis, chronic, susceptibility to, 167800"
ENSG00000164266,167790,"Pancreatitis, hereditary, 167800 | Tropical calcific pancreatitis, 608189 | Fibrocalculous pancreatic diabetes, susceptibility to, 608189"
ENSG00000204983,276000,"Pancreatitis, hereditary, 167800 | Trypsinogen deficiency, 614044"
ENSG00000093010,116790,"Panic disorder, susceptibility to, 167870 | Schizophrenia, susceptibility to, 181500"
ENSG00000167985,613019,"Paragangliomas 2, 601650"
ENSG00000204120,612003,"Parkinson disease 11, 607688"
ENSG00000100225,605648,"Parkinson disease 15, autosomal recessive, 260300"
ENSG00000069329,601501,"Parkinson disease 17, 614203"
ENSG00000114867,600495,"Parkinson disease 18, 614251"
ENSG00000116675,608375,"Parkinson disease 19a, juvenile-onset, 615528 | Parkinson disease 19b, early-onset, 615528"
ENSG00000106153,616244,"Parkinson disease 22, autosomal dominant, 616710"
ENSG00000129003,608879,"Parkinson disease 23, autosomal recessive, early onset, 616840"
ENSG00000158828,608309,"Parkinson disease 6, early onset, 605909"
ENSG00000116288,602533,"Parkinson disease 7, autosomal recessive early-onset, 606324"
ENSG00000188906,609007,"Parkinson disease 8, 607060"
ENSG00000182890,300144,"Parkinson disease, age of onset, modifier, 168600"
ENSG00000182220,300556,"Parkinsonism with spasticity, X-linked, 300911 | Mental retardation, X-linked, syndromic, Hedera type, 300423"
ENSG00000142319,126455,"Parkinsonism-dystonia, infantile, 613135 | Nicotine dependence, protection against, 188890"
ENSG00000124155,610272,"Paroxysmal nocturnal hemoglobinuria 2, 615399 | Multiple congenital anomalies-hypotonia-seizures syndrome 3, 615398"
ENSG00000127838,609023,"Paroxysmal nonkinesigenic dyskinesia 1, 118800"
ENSG00000061455,616982,"Patent ductus arteriosus 3, 617039"
ENSG00000100146,602229,"PCWH syndrome, 609136 | Waardenburg syndrome, type 2E, with or without neurologic involvement, 611584 | Waardenburg syndrome, type 4C, 613266"
ENSG00000104055,603805,"Peeling skin syndrome 2, 609796"
ENSG00000124302,610190,"Peeling skin syndrome 3, 616265"
ENSG00000121552,184600,"Peeling skin syndrome 4, 607936"
ENSG00000166401,601697,"Peeling skin syndrome 5, 617115"
ENSG00000153113,114090,"Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads, 616295"
ENSG00000115355,609736,"PEHO syndrome-like, 617507"
ENSG00000273611,604500,"PEHO syndrome, 260565"
ENSG00000123560,300401,"Pelizaeus-Merzbacher disease, 312080 | Spastic paraplegia 2, X-linked, 312920"
ENSG00000169738,608347,"Pentosuria, 260800"
ENSG00000100889,614095,"PEPCK deficiency, mitochondrial, 261650"
ENSG00000067182,191190,"Periodic fever, familial, 142680 | Multiple sclerosis, susceptibility to, 5, 614810"
ENSG00000178394,109760,"Periodic fever, menstrual cycle dependent, 614674"
ENSG00000105357,608568,"Peripheral neuropathy, myopathy, hoarseness, and hearing loss, 614369 | Deafness, autosomal dominant 4A, 600652"
ENSG00000124198,605371,"Periventricular heterotopia with microcephaly, 608097"
ENSG00000130023,615532,"Periventricular nodular heterotopia 6, 615544"
ENSG00000049759,606384,"Periventricular nodular heterotopia 7, 617201"
ENSG00000144535,614184,"Perlman syndrome, 267000"
ENSG00000161533,609751,"Peroxisomal acyl-CoA oxidase deficiency, 264470"
ENSG00000197601,616107,"Peroxisomal fatty acyl-CoA reductase 1 disorder, 616154"
ENSG00000034693,603164,"Peroxisome biogenesis disorder 10B, 617370 | Peroxisome biogenesis disorder 10A (Zellweger), 614882"
ENSG00000162928,601789,"Peroxisome biogenesis disorder 11A (Zellweger), 614883 | Peroxisome biogenesis disorder 11B, 614885"
ENSG00000162735,600279,"Peroxisome biogenesis disorder 12A (Zellweger), 614886"
ENSG00000142655,601791,"Peroxisome biogenesis disorder 13A (Zellweger), 614887"
ENSG00000131779,603867,"Peroxisome biogenesis disorder 14B, 614920"
ENSG00000139197,600414,"Peroxisome biogenesis disorder 2A (Zellweger), 214110 | Peroxisome biogenesis disorder 2B, 202370 | Rhizomelic chondrodysplasia punctata, type 5, 616716"
ENSG00000108733,601758,"Peroxisome biogenesis disorder 3A (Zellweger), 614859 | Peroxisome biogenesis disorder 3B, 266510"
ENSG00000164751,170993,"Peroxisome biogenesis disorder 5A (Zellweger), 614866 | Peroxisome biogenesis disorder 5B, 614867"
ENSG00000157911,602859,"Peroxisome biogenesis disorder 6A (Zellweger), 614870 | Peroxisome biogenesis disorder 6B, 614871"
ENSG00000215193,608666,"Peroxisome biogenesis disorder 7A (Zellweger), 614872 | Peroxisome biogenesis disorder 7B, 614873"
ENSG00000121680,603360,"Peroxisome biogenesis disorder 8A (Zellweger), 614876 | Peroxisome biogenesis disorder 8B, 614877"
ENSG00000112357,601757,"Peroxisome biogenesis disorder 9B, 614879 | Rhizomelic chondrodysplasia punctata, type 1, 215100"
ENSG00000112855,600783,"Perrault syndrome 2, 614926"
ENSG00000125656,601119,"Perrault syndrome 3, 614129"
ENSG00000132591,607435,"Perrault syndrome 6, 617565"
ENSG00000179774,609875,"Persistent hyperplastic primary vitreous, autosomal recessive, 221900"
ENSG00000104899,600957,"Persistent Mullerian duct syndrome, type I, 261550"
ENSG00000135409,600956,"Persistent Mullerian duct syndrome, type II, 261550"
ENSG00000187676,610308,"Peters-plus syndrome, 261540"
ENSG00000251322,606230,"Phelan-McDermid syndrome, 606232 | Schizophrenia 15, 613950"
ENSG00000171759,612349,"Phenylketonuria, 261600 | Hyperphenylalaninemia, non-PKU mild, 261600"
ENSG00000257138,607751,"Phenylthiocarbamide tasting, 171200"
ENSG00000125952,154950,"Pheochromocytoma, susceptibility to, 171300"
ENSG00000135956,613403,"Pheochromocytoma, susceptibility to, 171300"
ENSG00000124253,614168,"Phosphoenolpyruvate carboxykinase deficiency, cytosolic, 261680"
ENSG00000102144,311800,"Phosphoglycerate kinase 1 deficiency, 300653"
ENSG00000116711,600522,"Phospholipase A2, group IV A, deficiency of"
ENSG00000205808,611666,"Phospholipid phosphatase 6, 611666"
ENSG00000102893,172490,"Phosphorylase kinase deficiency of liver and muscle, autosomal recessive, 261750"
ENSG00000135069,610936,"Phosphoserine aminotransferase deficiency, 610992 | Neu-Laxova syndrome 2, 616038"
ENSG00000146733,172480,"Phosphoserine phosphatase deficiency, 614023"
ENSG00000019549,602150,"Piebaldism, 172800 | Waardenburg syndrome, type 2D, 608890"
ENSG00000101868,312040,"Pigmentary disorder, reticulate, with systemic manifestations, X-linked, 301220"
ENSG00000128655,604961,"Pigmented nodular adrenocortical disease, primary, 2, 610475"
ENSG00000113231,603390,"Pigmented nodular adrenocortical disease, primary, 3, 614190 | Striatal degeneration, autosomal dominant, 609161"
ENSG00000153922,602118,"Pilarowski-Bjornsson syndrome, 617682"
ENSG00000179915,600565,"Pitt-Hopkins-like syndrome 2, 614325 | Schizophrenia, susceptibility to, 17, 614332"
ENSG00000114353,139360,"Pituitary ACTH-secreting adenoma | Ventricular tachycardia, idiopathic, 192605"
ENSG00000110711,605555,"Pituitary adenoma 1, multiple types, 102200 | Pituitary adenoma predisposition, 102000"
ENSG00000165370,300393,"Pituitary adenoma 2, GH-secreting, 300943"
ENSG00000138592,603158,"Pituitary adenoma 4, ACTH-secreting, somatic, 219090"
ENSG00000064835,173110,"Pituitary hormone deficiency, combined, 1, 613038"
ENSG00000175325,601538,"Pituitary hormone deficiency, combined, 2, 262600"
ENSG00000107187,600577,"Pituitary hormone deficiency, combined, 3, 221750"
ENSG00000121454,602146,"Pituitary hormone deficiency, combined, 4, 262700"
ENSG00000154229,176960,"Pituitary tumor, invasive"
ENSG00000141527,607211,"Pityriasis rubra pilaris, 173200 | Psoriasis 2, 602723"
ENSG00000136488,150200,Placental lactogen deficiency
ENSG00000010310,137241,"Plasma glucose, 2-hour, QTL 2"
ENSG00000167772,605910,"Plasma triglyceride level QTL, low, 615881"
ENSG00000106366,173360,"Plasminogen activator inhibitor-1 deficiency, 613329 | Transcription of plasminogen activator inhibitor, modulator of"
ENSG00000130429,604223,"Platelet abnormalities with eosinophilia and immune-mediated inflammatory disease, 617718"
ENSG00000135218,173510,"Platelet glycoprotein IV deficiency, 608404 | Macrothrombocytopenia | Coronary heart disease, susceptibility to, 7, 610938 | Malaria, cerebral, reduced risk of, 611162 | Malaria, cerebral, susceptibility to, 611162"
ENSG00000137841,604114,Platelet PLC beta-2 deficiency
ENSG00000146070,601690,"Platelet-activating factor acetylhydrolase deficiency, 614278 | Asthma, susceptibility to, 600807 | Atopy, susceptibility to, 147050"
ENSG00000103005,613276,"Poikiloderma with neutropenia, 604173"
ENSG00000189057,615584,"Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis, 615704"
ENSG00000008710,601313,"Polycystic kidney disease 1, 173900"
ENSG00000118762,173910,"Polycystic kidney disease 2, 613095"
ENSG00000089597,104160,"Polycystic kidney disease 3, 600666"
ENSG00000170927,606702,"Polycystic kidney disease 4, with or without hepatic disease, 263200"
ENSG00000158163,617570,"Polycystic kidney disease 5, 617610"
ENSG00000130175,177060,"Polycystic liver disease 1, 174050"
ENSG00000025796,608648,"Polycystic liver disease 2, 617004"
ENSG00000131127,194648,"Polydactyly, postaxial, type A6, 615226"
ENSG00000106012,617631,"Polydactyly, postaxial, type A7, 617642"
ENSG00000125826,610924,"Polyglucosan body myopathy 1 with or without immunodeficiency, 615895"
ENSG00000266173,608626,"Polyhydramnios, megalencephaly, and symptomatic epilepsy, 611087"
ENSG00000205336,604110,"Polymicrogyria, bilateral frontoparietal, 606854 | Polymicrogyria, bilateral perisylvian, 615752"
ENSG00000112367,609390,"Polymicrogyria, bilateral temporooccipital, 612691 | Amyotrophic lateral sclerosis 11, 612577 | Charcot-Marie-Tooth disease, type 4J, 611228 | Yunis-Varon syndrome, 216340"
ENSG00000241973,600286,"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531"
ENSG00000100997,613599,"Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract, 612674"
ENSG00000100749,602168,"Pontocerebellar hypoplasia type 1A, 607596"
ENSG00000154743,608753,"Pontocerebellar hypoplasia type 2B, 612389"
ENSG00000170892,608754,"Pontocerebellar hypoplasia type 2C, 612390"
ENSG00000109618,613009,"Pontocerebellar hypoplasia type 2D, 613811"
ENSG00000182173,608755,"Pontocerebellar hypoplasia type 5, 610204 | Pontocerebellar hypoplasia type 2A, 277470 | Pontocerebellar hypoplasia type 4, 225753"
ENSG00000172409,608757,"Pontocerebellar hypoplasia, type 10, 615803"
ENSG00000036054,617687,"Pontocerebellar hypoplasia, type 11, 617695"
ENSG00000107371,606489,"Pontocerebellar hypoplasia, type 1B, 614678"
ENSG00000120699,606019,"Pontocerebellar hypoplasia, type 1C, 616081"
ENSG00000141252,615850,"Pontocerebellar hypoplasia, type 2E, 615851"
ENSG00000198860,608756,"Pontocerebellar hypoplasia, type 2F, 617026"
ENSG00000186472,604918,"Pontocerebellar hypoplasia, type 3, 608027"
ENSG00000146282,611524,"Pontocerebellar hypoplasia, type 6, 611523"
ENSG00000132773,613931,"Pontocerebellar hypoplasia, type 7, 614969"
ENSG00000131165,164010,"Pontocerebellar hypoplasia, type 8, 614961"
ENSG00000117595,607199,"Popliteal pterygium syndrome 1, 119500 | van der Woude syndrome, 119300 | Orofacial cleft 6, 608864"
ENSG00000183421,605706,"Popliteal pterygium syndrome, Bartsocas-Papas type, 263650"
ENSG00000134871,120090,"Porencephaly 2, 614483 | Hemorrhage, intracerebral, susceptibility to, 614519"
ENSG00000101680,150320,"Poretti-Boltshauser syndrome, 615960"
ENSG00000163344,607622,"Porokeratosis 1, multiple types, 175800"
ENSG00000167508,603236,"Porokeratosis 7, multiple types, 614714"
ENSG00000101194,612107,"Porokeratosis 8, disseminated superficial actinic type, 616063"
ENSG00000160752,134629,"Porokeratosis 9, multiple types, 616631"
ENSG00000126088,613521,"Porphyria cutanea tarda, 176100 | Porphyria, hepatoerythropoietic, 176100"
ENSG00000143224,600923,"Porphyria variegata, 176200"
ENSG00000148218,125270,"Porphyria, acute hepatic, 612740 | Lead poisoning, susceptibility to, 612740"
ENSG00000256269,609806,"Porphyria, acute intermittent, 176000 | Porphyria, acute intermittent, nonerythroid variant, 176000"
ENSG00000188690,606938,"Porphyria, congenital erythropoietic, 263700"
ENSG00000128739,182279,"Prader-Willi syndrome, 176270"
ENSG00000182636,602117,"Prader-Willi syndrome, 176270"
ENSG00000116014,604161,"Precocious puberty, central, 1, 176400 | Hypogonadotropic hypogonadism 8 with or without anosmia, 614837"
ENSG00000179455,603856,"Precocious puberty, central, 2, 615346"
ENSG00000165730,609397,"Preeclampsia/eclampsia 4, 609404"
ENSG00000145244,605236,"Preeclampsia/eclampsia 5, 614595"
ENSG00000139351,604759,"Pregnancy loss, recurrent, 4, 270960 | Spermatogenic failure 4, 270960"
ENSG00000164111,131230,"Pregnancy loss, recurrent, susceptibility to, 3, 614391"
ENSG00000276747,610363,"Preimplantation embryonic lethality 2, 617234"
ENSG00000104953,612399,"Preimplantation embryonic lethality, 616814"
ENSG00000125885,608187,"Premature ovarian failure 10, 612885"
